test_id	ncbi_gene_link	gene_symbol	gene_id	gene_desc	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	linear_fold_change	"diff_exp
Abcc1	Abcc1	Abcc1	17250	"ATP-binding cassette, sub-family C (CFTR/MRP), member 1"	chr16:14361557-14474878	pomc	nonpomc	OK	3.869	3.469	-0.157	-0.688	1.63E-01	1.93E-01	no	0.897	No
Wac	Wac	Wac	225131	WW domain containing adaptor with coiled-coil	chr18:7868857-7929027	pomc	nonpomc	OK	38.923	34.895	-0.158	-0.848	9.31E-02	1.15E-01	no	0.897	No
A930011O12Rik	A930011O12Rik	A930011O12Rik	.	.	chr14:64588114-64593961	pomc	nonpomc	OK	23.399	20.977	-0.158	-0.840	9.19E-02	1.14E-01	no	0.897	No
Zfp119b	Zfp119b	Zfp119b	240120	zinc finger protein 119b	chr17:55938372-55945259	pomc	nonpomc	OK	2.549	2.285	-0.158	-0.380	4.62E-01	5.01E-01	no	0.896	No
Zfp207	Zfp207	Zfp207	22680	zinc finger protein 207	chr11:80383278-80405873	pomc	nonpomc	OK	56.084	50.268	-0.158	-0.831	9.19E-02	1.14E-01	no	0.896	No
Nipa1	Nipa1	Nipa1	233280	non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human)	chr7:55962530-56019573	pomc	nonpomc	OK	18.610	16.679	-0.158	-0.691	1.67E-01	1.98E-01	no	0.896	No
Klhl1	Klhl1	Klhl1	93688	kelch-like 1	chr14:96105264-96519034	pomc	nonpomc	OK	9.029	8.090	-0.158	-0.738	1.41E-01	1.69E-01	no	0.896	No
Plagl2	Plagl2	Plagl2	54711	pleiomorphic adenoma gene-like 2	chr2:153227768-153241358	pomc	nonpomc	OK	2.260	2.025	-0.158	-0.587	2.35E-01	2.70E-01	no	0.896	No
Armcx5	Armcx5	Armcx5	494468	"armadillo repeat containing, X-linked 5"	chrX:135742691-135803468	pomc	nonpomc	OK	15.167	13.589	-0.158	-0.092	8.21E-01	8.41E-01	no	0.896	No
Gm16793	Gm16793	Gm16793	100504714	"predicted gene, 16793"	chr8:35582502-35679449	pomc	nonpomc	OK	0.535	0.479	-0.159	-0.096	8.48E-01	8.65E-01	no	0.896	No
Ccdc64	Ccdc64	Ccdc64	75665	coiled-coil domain containing 64	chr5:115649285-115731559	pomc	nonpomc	OK	12.116	10.854	-0.159	-0.725	1.59E-01	1.89E-01	no	0.896	No
Tfpi	Tfpi	Tfpi	21788	tissue factor pathway inhibitor	chr2:84432859-84476775	pomc	nonpomc	OK	1.638	1.467	-0.159	-0.333	5.08E-01	5.46E-01	no	0.896	No
Adamts15	Adamts15	Adamts15	235130	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15"	chr9:30899154-30922452	pomc	nonpomc	OK	0.915	0.819	-0.159	-0.477	3.40E-01	3.78E-01	no	0.896	No
Scaf1	Scaf1	Scaf1	233208	SR-related CTD-associated factor 1	chr7:45002949-45016249	pomc	nonpomc	OK	35.932	32.166	-0.160	-0.906	8.36E-02	1.04E-01	no	0.895	No
Mfn2	Mfn2	Mfn2	170731	mitofusin 2	chr4:147873594-147904819	pomc	nonpomc	OK	59.403	53.161	-0.160	-0.845	9.14E-02	1.13E-01	no	0.895	No
Dpy19l1	Dpy19l1	Dpy19l1	244745	dpy-19-like 1 (C. elegans)	chr9:24411778-24503140	pomc	nonpomc	OK	15.428	13.806	-0.160	-0.812	1.02E-01	1.26E-01	no	0.895	No
Icam1	Icam1	Icam1	15894	intercellular adhesion molecule 1	chr9:21015959-21028796	pomc	nonpomc	OK	0.519	0.465	-0.160	-0.290	5.60E-01	5.97E-01	no	0.895	No
Hrh2	Hrh2	Hrh2	15466	histamine receptor H2	chr13:54192128-54222432	pomc	nonpomc	OK	1.695	1.516	-0.161	-0.339	4.98E-01	5.37E-01	no	0.894	No
Lgals3bp	Lgals3bp	Lgals3bp	19039	"lectin, galactoside-binding, soluble, 3 binding protein"	chr11:118392751-118401931	pomc	nonpomc	OK	5.774	5.164	-0.161	-0.615	2.17E-01	2.51E-01	no	0.894	No
Sdc4	Sdc4	Sdc4	20971	syndecan 4	chr2:164424246-164443188	pomc	nonpomc	OK	14.493	12.962	-0.161	-0.751	1.34E-01	1.62E-01	no	0.894	No
Trmt5	Trmt5	Trmt5	76357	TRM5 tRNA methyltransferase 5	chr12:73280409-73286711	pomc	nonpomc	OK	6.721	6.011	-0.161	-0.549	2.70E-01	3.07E-01	no	0.894	No
Ankrd33b	Ankrd33b	Ankrd33b	67434	ankyrin repeat domain 33B	chr15:31291478-31367759	pomc	nonpomc	OK	0.658	0.589	-0.161	-0.318	5.07E-01	5.46E-01	no	0.894	No
Tcf12	Tcf12	Tcf12	21406	transcription factor 12	chr9:71844251-72111819	pomc	nonpomc	OK	14.352	12.835	-0.161	-0.805	1.06E-01	1.30E-01	no	0.894	No
1110018J18Rik	1110018J18Rik	1110018J18Rik	.	.	chr13:64291835-64312710	pomc	nonpomc	OK	6.700	5.992	-0.161	-0.477	3.46E-01	3.85E-01	no	0.894	No
Dhx16	Dhx16	Dhx16	69192	DEAH (Asp-Glu-Ala-His) box polypeptide 16	chr17:35879777-35892668	pomc	nonpomc	OK	6.454	5.771	-0.161	-0.740	1.50E-01	1.80E-01	no	0.894	No
Mdm2	Mdm2	Mdm2	17246	transformed mouse 3T3 cell double minute 2	chr10:117688904-117710716	pomc	nonpomc	OK	21.556	19.269	-0.162	-0.825	9.91E-02	1.22E-01	no	0.894	No
Mitd1	Mitd1	Mitd1	69028	"MIT, microtubule interacting and transport, domain containing 1"	chr1:37878889-37890411	pomc	nonpomc	OK	6.864	6.135	-0.162	-0.481	3.30E-01	3.69E-01	no	0.894	No
Kpna3	Kpna3	Kpna3	16648	karyopherin (importin) alpha 3	chr14:61365185-61439947	pomc	nonpomc	OK	36.813	32.893	-0.162	-0.871	7.51E-02	9.45E-02	no	0.894	No
Wdr12	Wdr12	Wdr12	57750	WD repeat domain 12	chr1:60076867-60151034	pomc	nonpomc	OK	20.922	18.688	-0.163	-0.704	1.68E-01	1.99E-01	no	0.893	No
Ntn1	Ntn1	Ntn1	18208	netrin 1	chr11:68209363-68386826	pomc	nonpomc	OK	2.774	2.477	-0.163	-0.685	1.80E-01	2.11E-01	no	0.893	No
Pcdh8	Pcdh8	Pcdh8	18530	protocadherin 8	chr14:79766771-79771312	pomc	nonpomc	OK	5.956	5.318	-0.163	-0.766	1.49E-01	1.79E-01	no	0.893	No
Mir466i	Mir466i	Mir466i	100316665	microRNA 466i	chr13:17715961-17805097	pomc	nonpomc	OK	29.904	26.704	-0.163	-0.049	9.22E-01	9.31E-01	no	0.893	No
Pik3cb	Pik3cb	Pik3cb	74769	"phosphatidylinositol 3-kinase, catalytic, beta polypeptide"	chr9:99038401-99140211	pomc	nonpomc	OK	6.900	6.160	-0.164	-0.743	1.31E-01	1.58E-01	no	0.893	No
Zfp445	Zfp445	Zfp445	235682	zinc finger protein 445	chr9:122848909-122866006	pomc	nonpomc	OK	38.321	34.210	-0.164	-0.883	7.76E-02	9.75E-02	no	0.893	No
4930453N24Rik	4930453N24Rik	4930453N24Rik	67609	RIKEN cDNA 4930453N24 gene	chr16:64766104-64770939	pomc	nonpomc	OK	17.899	15.978	-0.164	-0.670	1.78E-01	2.09E-01	no	0.893	No
Acr	Acr	Acr	11434	acrosin prepropeptide	chr15:89568325-89574585	pomc	nonpomc	OK	1.836	1.639	-0.164	-0.375	4.54E-01	4.93E-01	no	0.893	No
Pak2	Pak2	Pak2	224105	p21 protein (Cdc42/Rac)-activated kinase 2	chr16:32017862-32079273	pomc	nonpomc	OK	17.413	15.542	-0.164	-0.830	9.30E-02	1.15E-01	no	0.893	No
Ngfr	Ngfr	Ngfr	18053	"nerve growth factor receptor (TNFR superfamily, member 16)"	chr11:95568820-95587698	pomc	nonpomc	OK	1.356	1.210	-0.164	-0.479	3.31E-01	3.69E-01	no	0.892	No
Stim1	Stim1	Stim1	20866	stromal interaction molecule 1	chr7:102267823-102436855	pomc	nonpomc	OK	20.712	18.482	-0.164	-0.866	8.20E-02	1.03E-01	no	0.892	No
Capn2	Capn2	Capn2	12334	calpain 2	chr1:182467258-182517483	pomc	nonpomc	OK	27.019	24.110	-0.164	-0.870	8.02E-02	1.01E-01	no	0.892	No
Etohd2	Etohd2	Etohd2	13996	ethanol decreased 2	chr13:59769965-59823147	pomc	nonpomc	OK	1.098	0.980	-0.164	-0.173	7.21E-01	7.48E-01	no	0.892	No
Mycn	Mycn	Mycn	18109	"v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived"	chr12:12936092-12941836	pomc	nonpomc	OK	1.774	1.583	-0.164	-0.471	3.63E-01	4.02E-01	no	0.892	No
Grem1	Grem1	Grem1	23892	"gremlin 1, DAN family BMP antagonist"	chr2:113748674-113758648	pomc	nonpomc	OK	0.847	0.756	-0.165	-0.287	5.58E-01	5.95E-01	no	0.892	No
Supt3h	Supt3h	Supt3h	.	.	chr17:44604000-45119284	pomc	nonpomc	OK	13.652	12.179	-0.165	-0.620	2.09E-01	2.43E-01	no	0.892	No
Cpne4	Cpne4	Cpne4	74020	copine IV	chr9:104569787-105034544	pomc	nonpomc	OK	15.211	13.569	-0.165	-0.817	1.00E-01	1.24E-01	no	0.892	No
Pld5	Pld5	Pld5	319455	"phospholipase D family, member 5"	chr1:175962305-176275312	pomc	nonpomc	OK	9.903	8.834	-0.165	-0.720	1.55E-01	1.85E-01	no	0.892	No
Kirrel3	Kirrel3	Kirrel3	67703	kin of IRRE like 3 (Drosophila)	chr9:34488730-35036307	pomc	nonpomc	OK	6.907	6.159	-0.165	-0.751	1.38E-01	1.66E-01	no	0.892	No
Rusc2	Rusc2	Rusc2	100213	RUN and SH3 domain containing 2	chr4:43381981-43429134	pomc	nonpomc	OK	18.787	16.750	-0.166	-0.901	8.20E-02	1.03E-01	no	0.892	No
Rsrc1	Rsrc1	Rsrc1	66880	arginine/serine-rich coiled-coil 1	chr3:66985671-67358403	pomc	nonpomc	OK	30.138	26.864	-0.166	-0.865	7.68E-02	9.65E-02	no	0.891	No
Tbc1d23	Tbc1d23	Tbc1d23	67581	"TBC1 domain family, member 23"	chr16:57168863-57231466	pomc	nonpomc	OK	14.421	12.855	-0.166	-0.805	1.08E-01	1.33E-01	no	0.891	No
Spink10	Spink10	Spink10	328971	"serine peptidase inhibitor, Kazal type 10"	chr18:62548910-62741387	pomc	nonpomc	OK	1.708	1.522	-0.166	-0.264	6.02E-01	6.36E-01	no	0.891	No
Tmem38b	Tmem38b	Tmem38b	52076	transmembrane protein 38B	chr4:53826044-53862018	pomc	nonpomc	OK	4.069	3.625	-0.167	-0.548	2.74E-01	3.10E-01	no	0.891	No
Tmem181a	Tmem181a	Tmem181a	77106	transmembrane protein 181A	chr17:6270474-6305783	pomc	nonpomc	OK	9.461	8.426	-0.167	-0.667	1.81E-01	2.13E-01	no	0.891	No
Itpripl2	Itpripl2	Itpripl2	319622	"inositol 1,4,5-triphosphate receptor interacting protein-like 2"	chr7:118485111-118491975	pomc	nonpomc	OK	0.819	0.729	-0.167	-0.502	3.23E-01	3.61E-01	no	0.891	No
Prkcsh	Prkcsh	Prkcsh	19089	protein kinase C substrate 80K-H	chr9:22003034-22014222	pomc	nonpomc	OK	21.218	18.893	-0.167	-0.839	9.43E-02	1.17E-01	no	0.890	No
4921517L17Rik	4921517L17Rik	4921517L17Rik	.	.	chr2:156311845-156375638	pomc	nonpomc	OK	3.949	3.516	-0.168	-0.292	5.52E-01	5.89E-01	no	0.890	No
Tom1l1	Tom1l1	Tom1l1	71943	target of myb1-like 1 (chicken)	chr11:90638183-90687601	pomc	nonpomc	OK	11.153	9.927	-0.168	-0.500	3.14E-01	3.52E-01	no	0.890	No
Gopc	Gopc	Gopc	94221	golgi associated PDZ and coiled-coil motif containing	chr10:52337023-52382124	pomc	nonpomc	OK	20.617	18.347	-0.168	-0.882	7.67E-02	9.64E-02	no	0.890	No
Rbm19	Rbm19	Rbm19	74111	RNA binding motif protein 19	chr5:120116512-120198971	pomc	nonpomc	OK	3.054	2.718	-0.168	-0.594	2.34E-01	2.69E-01	no	0.890	No
Clk2	Clk2	Clk2	12748	CDC-like kinase 2	chr3:89164804-89177087	pomc	nonpomc	OK	10.085	8.973	-0.169	-0.769	1.34E-01	1.62E-01	no	0.890	No
Mina	Mina	Mina	67014	myc induced nuclear antigen	chr16:59471774-59555752	pomc	nonpomc	OK	3.851	3.426	-0.169	-0.427	3.93E-01	4.33E-01	no	0.890	No
Smek2	Smek2	Smek2	104570	"SMEK homolog 2, suppressor of mek1 (Dictyostelium)"	chr11:29172906-29220797	pomc	nonpomc	OK	15.029	13.371	-0.169	-0.863	8.34E-02	1.04E-01	no	0.890	No
Cacng2	Cacng2	Cacng2	12300	"calcium channel, voltage-dependent, gamma subunit 2"	chr15:77993622-78119280	pomc	nonpomc	OK	14.899	13.255	-0.169	-0.845	1.01E-01	1.25E-01	no	0.890	No
Rexo1	Rexo1	Rexo1	66932	"REX1, RNA exonuclease 1"	chr10:80540925-80561560	pomc	nonpomc	OK	7.179	6.386	-0.169	-0.861	9.61E-02	1.19E-01	no	0.890	No
Nkx2-4	Nkx2-4	Nkx2-4	228731	NK2 homeobox 4	chr2:147083875-147085345	pomc	nonpomc	OK	6.363	5.659	-0.169	-0.564	3.18E-01	3.56E-01	no	0.889	No
Jag2	Jag2	Jag2	16450	jagged 2	chr12:112908589-112929495	pomc	nonpomc	OK	7.303	6.494	-0.169	-0.821	1.11E-01	1.36E-01	no	0.889	No
2200002D01Rik	2200002D01Rik	2200002D01Rik	72275	RIKEN cDNA 2200002D01 gene	chr7:29238322-29248467	pomc	nonpomc	OK	0.823	0.732	-0.169	-0.085	8.84E-01	8.98E-01	no	0.889	No
Nf2	Nf2	Nf2	18016	neurofibromatosis 2	chr11:4765844-4849544	pomc	nonpomc	OK	19.982	17.765	-0.170	-0.752	1.34E-01	1.62E-01	no	0.889	No
Per3	Per3	Per3	18628	period circadian clock 3	chr4:151003654-151044622	pomc	nonpomc	OK	10.981	9.761	-0.170	-0.880	7.85E-02	9.85E-02	no	0.889	No
Myo19	Myo19	Myo19	66196	myosin XIX	chr11:84876312-84916356	pomc	nonpomc	OK	1.596	1.419	-0.170	-0.360	4.55E-01	4.95E-01	no	0.889	No
Cdc7	Cdc7	Cdc7	12545	cell division cycle 7 (S. cerevisiae)	chr5:106964321-106984431	pomc	nonpomc	OK	6.938	6.164	-0.171	-0.693	1.65E-01	1.96E-01	no	0.888	No
Sod3	Sod3	Sod3	20657	"superoxide dismutase 3, extracellular"	chr5:52363803-52369738	pomc	nonpomc	OK	2.918	2.592	-0.171	-0.546	2.83E-01	3.20E-01	no	0.888	No
Wscd2	Wscd2	Wscd2	320916	WSC domain containing 2	chr5:113550419-113589725	pomc	nonpomc	OK	6.344	5.633	-0.172	-0.793	1.18E-01	1.44E-01	no	0.888	No
Gm10767	Gm10767	Gm10767	100038538	predicted gene 10767	chr13:66905414-66909166	pomc	nonpomc	OK	2.307	2.048	-0.172	-0.380	4.58E-01	4.98E-01	no	0.888	No
Epsti1	Epsti1	Epsti1	108670	epithelial stromal interaction 1 (breast)	chr14:77904238-78002656	pomc	nonpomc	OK	0.508	0.451	-0.172	-0.241	6.24E-01	6.57E-01	no	0.887	No
Rnf6	Rnf6	Rnf6	74132	ring finger protein (C3H2C3 type) 6	chr5:146209193-146221457	pomc	nonpomc	OK	35.829	31.793	-0.172	-0.915	6.27E-02	7.97E-02	no	0.887	No
Pde9a	Pde9a	Pde9a	18585	phosphodiesterase 9A	chr17:31386233-31476309	pomc	nonpomc	OK	11.114	9.862	-0.173	-0.757	1.29E-01	1.56E-01	no	0.887	No
Gm19710	Gm19710	Gm19710	100503469	"predicted gene, 19710"	chr3:89998759-90052515	pomc	nonpomc	OK	0.947	0.840	-0.173	-0.047	9.19E-01	9.29E-01	no	0.887	No
Rbm33	Rbm33	Rbm33	381626	RNA binding motif protein 33	chr5:28317188-28419242	pomc	nonpomc	OK	16.855	14.954	-0.173	-0.927	5.99E-02	7.64E-02	no	0.887	No
Clpx	Clpx	Clpx	270166	caseinolytic mitochondrial matrix peptidase chaperone subunit	chr9:65294294-65330658	pomc	nonpomc	OK	16.517	14.652	-0.173	-0.840	8.98E-02	1.12E-01	no	0.887	No
C530008M17Rik	C530008M17Rik	C530008M17Rik	320827	RIKEN cDNA C530008M17 gene	chr5:76840598-76873554	pomc	nonpomc	OK	20.747	18.402	-0.173	-0.949	5.93E-02	7.57E-02	no	0.887	No
2610203C20Rik	2610203C20Rik	2610203C20Rik	.	.	chr9:41581338-41592487	pomc	nonpomc	OK	39.136	34.711	-0.173	-0.913	7.12E-02	8.99E-02	no	0.887	No
5330426P16Rik	5330426P16Rik	5330426P16Rik	.	.	chr16:50726750-50732773	pomc	nonpomc	OK	4.168	3.697	-0.173	-0.525	2.91E-01	3.28E-01	no	0.887	No
Dis3l	Dis3l	Dis3l	213550	DIS3 like exosome 3'-5' exoribonuclease	chr9:64306755-64341257	pomc	nonpomc	OK	13.541	12.010	-0.173	-0.857	8.70E-02	1.08E-01	no	0.887	No
Dmc1	Dmc1	Dmc1	13404	DNA meiotic recombinase 1	chr15:79561499-79605084	pomc	nonpomc	OK	0.665	0.590	-0.173	-0.271	5.88E-01	6.23E-01	no	0.887	No
Fmo1	Fmo1	Fmo1	14261	flavin containing monooxygenase 1	chr1:162829560-162866548	pomc	nonpomc	OK	5.074	4.500	-0.173	-0.607	2.18E-01	2.52E-01	no	0.887	No
Rsl1d1	Rsl1d1	Rsl1d1	66409	ribosomal L1 domain containing 1	chr16:11193036-11203292	pomc	nonpomc	OK	42.012	37.226	-0.174	-0.897	7.16E-02	9.03E-02	no	0.886	No
Hps5	Hps5	Hps5	246694	Hermansky-Pudlak syndrome 5	chr7:46760465-46795881	pomc	nonpomc	OK	4.478	3.966	-0.175	-0.735	1.43E-01	1.72E-01	no	0.886	No
Fam198a	Fam198a	Fam198a	245050	"family with sequence similarity 198, member A"	chr9:121950987-121980208	pomc	nonpomc	OK	2.440	2.161	-0.175	-0.565	2.50E-01	2.86E-01	no	0.886	No
0610040F04Rik	0610040F04Rik	0610040F04Rik	75394	RIKEN cDNA 0610040F04 gene	chr6:108577038-108666925	pomc	nonpomc	OK	1.376	1.218	-0.176	-0.109	8.46E-01	8.63E-01	no	0.885	No
Rreb1	Rreb1	Rreb1	68750	ras responsive element binding protein 1	chr13:37826037-37952005	pomc	nonpomc	OK	9.353	8.281	-0.176	-0.880	7.93E-02	9.95E-02	no	0.885	No
Micalcl	Micalcl	Micalcl	100504195	MICAL C-terminal like	chr7:112368307-112413104	pomc	nonpomc	OK	1.056	0.935	-0.176	-0.410	4.03E-01	4.42E-01	no	0.885	No
Gsk3b	Gsk3b	Gsk3b	56637	glycogen synthase kinase 3 beta	chr16:38085063-38246079	pomc	nonpomc	OK	36.847	32.595	-0.177	-0.938	6.17E-02	7.85E-02	no	0.885	No
Txnrd3	Txnrd3	Txnrd3	232223	thioredoxin reductase 3	chr6:89643987-89675529	pomc	nonpomc	OK	5.250	4.643	-0.177	-0.689	1.62E-01	1.93E-01	no	0.884	No
Dapk1	Dapk1	Dapk1	69635	death associated protein kinase 1	chr13:60601946-60763186	pomc	nonpomc	OK	14.087	12.458	-0.177	-0.922	6.14E-02	7.82E-02	no	0.884	No
1600012F09Rik	1600012F09Rik	1600012F09Rik	.	.	chr13:17986639-17993351	pomc	nonpomc	OK	13.749	12.157	-0.178	-0.839	9.53E-02	1.18E-01	no	0.884	No
Fbxo4	Fbxo4	Fbxo4	106052	F-box protein 4	chr15:3963563-3979573	pomc	nonpomc	OK	4.287	3.790	-0.178	-0.658	1.89E-01	2.21E-01	no	0.884	No
Atg7	Atg7	Atg7	74244	autophagy related 7	chr6:114643096-114860614	pomc	nonpomc	OK	7.311	6.463	-0.178	-0.821	1.06E-01	1.30E-01	no	0.884	No
Bcar3	Bcar3	Bcar3	29815	breast cancer anti-estrogen resistance 3	chr3:122419779-122530182	pomc	nonpomc	OK	4.444	3.929	-0.178	-0.742	1.51E-01	1.81E-01	no	0.884	No
Rad9b	Rad9b	Rad9b	231724	RAD9 checkpoint clamp component B	chr5:122325507-122354195	pomc	nonpomc	OK	3.058	2.703	-0.178	-0.470	3.53E-01	3.92E-01	no	0.884	No
Prr16	Prr16	Prr16	71373	proline rich 16	chr18:51117897-51304641	pomc	nonpomc	OK	5.878	5.196	-0.178	-0.625	2.09E-01	2.43E-01	no	0.884	No
Slc37a3	Slc37a3	Slc37a3	72144	"solute carrier family 37 (glycerol-3-phosphate transporter), member 3"	chr6:39334770-39377707	pomc	nonpomc	OK	9.104	8.047	-0.178	-0.834	9.37E-02	1.16E-01	no	0.884	No
Reep6	Reep6	Reep6	70335	receptor accessory protein 6	chr10:79697304-80369637	pomc	nonpomc	OK	3.873	3.423	-0.178	-0.037	8.71E-01	8.85E-01	no	0.884	No
Heca	Heca	Heca	380629	"hdc homolog, cell cycle regulator"	chr10:17900465-17948067	pomc	nonpomc	OK	10.357	9.153	-0.178	-0.879	9.19E-02	1.14E-01	no	0.884	No
Sh3d19	Sh3d19	Sh3d19	27059	SH3 domain protein D19	chr3:86084433-86130521	pomc	nonpomc	OK	4.043	3.573	-0.178	-0.783	1.14E-01	1.40E-01	no	0.884	No
Stc1	Stc1	Stc1	20855	stanniocalcin 1	chr14:69029288-69041401	pomc	nonpomc	OK	1.575	1.390	-0.180	-0.509	3.07E-01	3.44E-01	no	0.882	No
Ssh3	Ssh3	Ssh3	245857	slingshot homolog 3 (Drosophila)	chr19:4261668-4269172	pomc	nonpomc	OK	5.955	5.255	-0.180	-0.746	1.34E-01	1.62E-01	no	0.882	No
Snora31	Snora31	Snora31	100303751	"small nucleolar RNA, H/ACA box 31"	chr14:75845255-75848303	pomc	nonpomc	OK	30.684	27.076	-0.180	-0.014	9.07E-01	9.18E-01	no	0.882	No
Dzip1l	Dzip1l	Dzip1l	72507	DAZ interacting protein 1-like	chr9:99629594-99669256	pomc	nonpomc	OK	5.178	4.569	-0.181	-0.791	1.16E-01	1.42E-01	no	0.882	No
Fermt3	Fermt3	Fermt3	108101	fermitin family member 3	chr19:6996130-7019469	pomc	nonpomc	OK	1.164	1.027	-0.181	-0.311	5.36E-01	5.73E-01	no	0.882	No
Sidt1	Sidt1	Sidt1	320007	"SID1 transmembrane family, member 1"	chr16:44240179-44332838	pomc	nonpomc	OK	3.761	3.316	-0.182	-0.729	1.46E-01	1.75E-01	no	0.882	No
Tbl2	Tbl2	Tbl2	27368	transducin (beta)-like 2	chr5:135149710-135162662	pomc	nonpomc	OK	3.536	3.118	-0.182	-0.710	1.50E-01	1.80E-01	no	0.882	No
Enc1	Enc1	Enc1	13803	ectodermal-neural cortex 1	chr13:97241104-97253040	pomc	nonpomc	OK	35.451	31.256	-0.182	-0.968	5.05E-02	6.51E-02	no	0.882	No
Tctn1	Tctn1	Tctn1	654470	tectonic family member 1	chr5:122209736-122264460	pomc	nonpomc	OK	4.938	4.351	-0.183	-0.546	2.67E-01	3.03E-01	no	0.881	No
Hnrnpm	Hnrnpm	Hnrnpm	76936	heterogeneous nuclear ribonucleoprotein M	chr17:33646232-33685458	pomc	nonpomc	OK	52.579	46.315	-0.183	-0.979	5.01E-02	6.46E-02	no	0.881	No
Thnsl1	Thnsl1	Thnsl1	208967	threonine synthase-like 1 (bacterial)	chr2:21205723-21215009	pomc	nonpomc	OK	9.396	8.276	-0.183	-0.789	1.16E-01	1.42E-01	no	0.881	No
Ak5	Ak5	Ak5	229949	adenylate kinase 5	chr3:152396009-152681432	pomc	nonpomc	OK	22.317	19.656	-0.183	-0.571	2.49E-01	2.84E-01	no	0.881	No
Prdm15	Prdm15	Prdm15	114604	PR domain containing 15	chr16:97791466-97851227	pomc	nonpomc	OK	2.674	2.355	-0.184	-0.756	1.26E-01	1.53E-01	no	0.881	No
Gm13251	Gm13251	Gm13251	.	.	chr4:146270384-146469440	pomc	nonpomc	OK	0.880	0.775	-0.184	-0.373	4.67E-01	5.06E-01	no	0.880	No
4930581F22Rik	4930581F22Rik	4930581F22Rik	78934	RIKEN cDNA 4930581F22 gene	chr9:35046578-35175987	pomc	nonpomc	OK	1.937	1.705	-0.184	-0.266	6.04E-01	6.38E-01	no	0.880	No
Gba2	Gba2	Gba2	230101	glucosidase beta 2	chr4:43562633-43587487	pomc	nonpomc	OK	16.791	14.774	-0.185	-0.631	2.10E-01	2.44E-01	no	0.880	No
Atp6v0a2	Atp6v0a2	Atp6v0a2	21871	"ATPase, H+ transporting, lysosomal V0 subunit A2"	chr5:124712207-124722146	pomc	nonpomc	OK	11.266	9.912	-0.185	-0.763	1.24E-01	1.51E-01	no	0.880	No
Mpp1	Mpp1	Mpp1	17524	"membrane protein, palmitoylated"	chrX:75095853-75130949	pomc	nonpomc	OK	20.476	18.012	-0.185	-0.704	1.56E-01	1.85E-01	no	0.880	No
Me3	Me3	Me3	109264	"malic enzyme 3, NADP(+)-dependent, mitochondrial"	chr7:89632817-89854359	pomc	nonpomc	OK	6.404	5.633	-0.185	-0.818	9.81E-02	1.21E-01	no	0.880	No
Ppp2r5e	Ppp2r5e	Ppp2r5e	26932	"protein phosphatase 2, regulatory subunit B', epsilon"	chr12:75450880-75596200	pomc	nonpomc	OK	35.060	30.824	-0.186	-1.004	4.30E-02	5.59E-02	no	0.879	No
Ranbp3l	Ranbp3l	Ranbp3l	223332	RAN binding protein 3-like	chr15:9055681-9067333	pomc	nonpomc	OK	4.814	4.232	-0.186	-0.642	2.05E-01	2.39E-01	no	0.879	No
Rtbdn	Rtbdn	Rtbdn	234542	retbindin	chr8:84946990-84956603	pomc	nonpomc	OK	1.616	1.421	-0.186	-0.446	3.69E-01	4.08E-01	no	0.879	No
Zfp641	Zfp641	Zfp641	239652	zinc finger protein 641	chr15:98286121-98296083	pomc	nonpomc	OK	6.530	5.740	-0.186	-0.825	1.00E-01	1.23E-01	no	0.879	No
Frmd6	Frmd6	Frmd6	319710	FERM domain containing 6	chr12:70825513-70902234	pomc	nonpomc	OK	3.760	3.304	-0.186	-0.750	1.34E-01	1.62E-01	no	0.879	No
Ccdc59	Ccdc59	Ccdc59	52713	coiled-coil domain containing 59	chr10:105841478-105847510	pomc	nonpomc	OK	38.069	33.449	-0.187	-0.873	8.17E-02	1.02E-01	no	0.879	No
Mtag2	Mtag2	Mtag2	50994	metastasis associated gene 2	chr7:45339125-45370564	pomc	nonpomc	OK	5.903	5.187	-0.187	-0.135	8.30E-01	8.48E-01	no	0.879	No
Susd2	Susd2	Susd2	71733	sushi domain containing 2	chr10:75636618-75644008	pomc	nonpomc	OK	7.582	6.660	-0.187	-0.827	9.99E-02	1.23E-01	no	0.878	No
Zfp747	Zfp747	Zfp747	269997	zinc finger protein 747	chr7:127372536-127376050	pomc	nonpomc	OK	2.626	2.306	-0.187	-0.594	2.33E-01	2.68E-01	no	0.878	No
Cep78	Cep78	Cep78	208518	centrosomal protein 78	chr19:15955772-15984989	pomc	nonpomc	OK	4.435	3.894	-0.188	-0.669	1.72E-01	2.03E-01	no	0.878	No
Zdhhc22	Zdhhc22	Zdhhc22	238331	"zinc finger, DHHC-type containing 22"	chr12:86983380-86988676	pomc	nonpomc	OK	18.603	16.329	-0.188	-0.715	1.58E-01	1.89E-01	no	0.878	No
Galnt6	Galnt6	Galnt6	207839	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6	chr15:100689914-100729376	pomc	nonpomc	OK	3.004	2.636	-0.188	-0.782	1.14E-01	1.40E-01	no	0.878	No
